,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Weather
523,Gibara,21.1097,-76.1317,85.32,67,22,15.57,CU,2021-06-01 15:34:56,few clouds
524,Beni,0.5,29.4667,72.39,66,100,3.49,CD,2021-06-01 15:38:46,overcast clouds
525,Mogadishu,2.0371,45.3438,78.66,81,100,13.49,SO,2021-06-01 15:38:47,overcast clouds
526,Kununurra,-15.7667,128.7333,67.98,83,58,0.0,AU,2021-06-01 15:38:47,broken clouds
527,Iracoubo,5.4802,-53.2011,75.51,89,100,0.36,GF,2021-06-01 15:38:47,moderate rain
528,Krasnyy Chikoy,50.3643,108.7512,36.36,100,100,2.84,RU,2021-06-01 15:38:48,overcast clouds
529,Rawah,34.4816,41.9093,92.52,13,0,8.81,IQ,2021-06-01 15:38:48,clear sky
530,Maneadero,31.7167,-116.5667,61.11,87,39,4.18,MX,2021-06-01 15:38:48,scattered clouds
531,Pimenteiras,-6.2453,-41.4192,97.23,25,10,6.6,BR,2021-06-01 15:38:49,clear sky
532,Sringeri,13.4167,75.25,72.5,98,95,3.22,IN,2021-06-01 15:38:49,overcast clouds
533,Apatou,5.155,-54.3472,77.41,92,100,1.86,GF,2021-06-01 15:38:49,overcast clouds
534,Capao Bonito,-24.0058,-48.3494,70.79,61,59,2.26,BR,2021-06-01 15:38:49,broken clouds
535,Naze,28.3667,129.4833,70.86,80,65,16.06,JP,2021-06-01 15:38:50,broken clouds
536,Mount Gambier,-37.8333,140.7667,49.91,66,94,6.91,AU,2021-06-01 15:38:50,overcast clouds
537,Oussouye,12.485,-16.5469,95.18,52,71,11.21,SN,2021-06-01 15:38:50,broken clouds
538,Pierre,44.3683,-100.351,71.06,64,75,5.99,US,2021-06-01 15:38:51,broken clouds
539,Le Vauclin,14.5452,-60.8388,87.85,58,40,17.2,MQ,2021-06-01 15:38:51,scattered clouds
540,Kralendijk,12.15,-68.2667,87.78,62,40,21.85,BQ,2021-06-01 15:38:51,scattered clouds
541,Shemonaikha,50.6328,81.9056,68.38,60,35,4.43,KZ,2021-06-01 15:38:52,scattered clouds
542,Nizhniy Odes,63.6445,54.856,46.76,34,37,8.55,RU,2021-06-01 15:38:52,scattered clouds
543,Okahandja,-21.9833,16.9167,71.91,18,0,7.23,NA,2021-06-01 15:38:52,clear sky
544,Rustenburg,-25.6676,27.2421,54.5,26,0,8.81,ZA,2021-06-01 15:38:53,clear sky
545,Epe,6.5841,3.9834,85.37,71,100,6.76,NG,2021-06-01 15:38:53,light rain
546,Berdigestyakh,62.0989,126.6992,44.85,92,19,4.16,RU,2021-06-01 15:38:53,few clouds
547,Charters Towers,-20.1,146.2667,60.19,94,85,8.48,AU,2021-06-01 15:38:54,overcast clouds
548,Anadyr,64.75,177.4833,32.5,69,0,1.81,RU,2021-06-01 15:38:54,clear sky
549,Port Augusta,-32.5,137.7667,60.71,59,57,14.12,AU,2021-06-01 15:38:54,broken clouds
550,Oriximina,-1.7656,-55.8661,82.26,81,59,3.62,BR,2021-06-01 15:38:55,broken clouds
551,Foam Lake,51.65,-103.5343,62.62,63,100,8.52,CA,2021-06-01 15:38:55,overcast clouds
552,Wagga Wagga,-35.1167,147.3667,50.59,87,90,4.03,AU,2021-06-01 15:38:55,overcast clouds
553,Phimai,15.2232,102.4947,90.25,61,47,8.48,TH,2021-06-01 15:38:56,scattered clouds
554,Muisne,0.6,-80.0333,82.51,81,90,9.89,EC,2021-06-01 15:38:56,overcast clouds
555,Bitung,1.4451,125.1824,77.85,85,95,8.14,ID,2021-06-01 15:38:56,overcast clouds
556,Nagato,34.3833,131.2,69.71,76,100,7.78,JP,2021-06-01 15:30:54,overcast clouds
557,San Cristobal,7.7669,-72.225,75.38,95,100,3.91,VE,2021-06-01 15:29:07,overcast clouds
558,Salinopolis,-0.6136,-47.3561,85.73,65,25,8.99,BR,2021-06-01 15:38:57,scattered clouds
559,Jalu,29.0331,21.5482,93.38,17,0,14.76,LY,2021-06-01 15:29:00,clear sky
560,Kirakira,-10.4544,161.9205,78.62,89,94,8.93,SB,2021-06-01 15:29:49,moderate rain
561,Shingu,33.7333,135.9833,66.9,93,67,5.28,JP,2021-06-01 15:38:57,broken clouds
562,Mazamitla,19.9167,-103.0333,73.06,46,86,0.27,MX,2021-06-01 15:38:58,overcast clouds
563,Micheweni,-4.9667,39.8333,77.22,79,86,9.55,TZ,2021-06-01 15:38:58,overcast clouds
564,Mopipi,-21.1833,24.8833,67.64,24,0,10.33,BW,2021-06-01 15:38:58,clear sky
565,Whitehorse,60.7161,-135.0538,54.1,71,75,15.01,CA,2021-06-01 15:38:59,broken clouds
566,Kushima,31.4583,131.2333,66.2,92,50,5.28,JP,2021-06-01 15:38:59,scattered clouds
567,Sioux Lookout,50.1001,-91.917,68.38,45,75,6.91,CA,2021-06-01 15:30:11,broken clouds
568,Svetlogorsk,52.6333,29.7333,57.49,65,86,8.08,BY,2021-06-01 15:38:59,overcast clouds
569,San Rafael,-34.6177,-68.3301,67.35,37,100,6.85,AR,2021-06-01 15:39:00,overcast clouds
570,Tirumullaivasal,11.2333,79.8333,85.62,72,99,14.63,IN,2021-06-01 15:39:00,overcast clouds
571,Kitale,1.0157,35.0062,59.31,86,100,1.88,KE,2021-06-01 15:39:00,light rain
572,Biltine,14.5333,20.9167,98.55,19,98,11.88,TD,2021-06-01 15:39:01,overcast clouds
573,Awbari,26.5921,12.7805,103.84,10,27,13.0,LY,2021-06-01 15:30:18,scattered clouds
574,Fayaoue,-20.65,166.5333,73.11,62,80,17.94,NC,2021-06-01 15:39:01,broken clouds
575,Linxia,35.6003,103.2064,62.29,44,93,1.97,CN,2021-06-01 15:39:02,overcast clouds
576,Sanming,26.2486,117.6186,75.94,97,100,2.93,CN,2021-06-01 15:39:02,overcast clouds
577,Hearst,49.6835,-83.6665,66.45,34,36,7.38,CA,2021-06-01 15:39:02,scattered clouds
578,Clarence Town,-32.5833,151.7833,52.95,73,83,2.95,AU,2021-06-01 15:39:03,broken clouds
579,Arcata,40.8665,-124.0828,56.25,88,20,4.14,US,2021-06-01 15:39:03,few clouds
580,Alice Springs,-23.7,133.8833,56.75,33,40,2.08,AU,2021-06-01 15:39:03,scattered clouds
581,Sorong,-0.8833,131.25,78.26,90,84,5.41,ID,2021-06-01 15:30:58,broken clouds
582,Killybegs,54.6333,-8.45,55.11,85,100,11.14,IE,2021-06-01 15:39:04,overcast clouds
583,Steamboat Springs,40.485,-106.8317,64.0,50,1,0.0,US,2021-06-01 15:36:05,clear sky
584,Halkirk,52.2834,-112.1518,65.77,51,100,7.99,CA,2021-06-01 15:39:04,overcast clouds
585,Itamaraju,-17.0392,-39.5311,88.45,34,11,5.55,BR,2021-06-01 15:39:04,few clouds
586,Meybod,32.2501,54.0166,100.42,7,0,9.1,IR,2021-06-01 15:39:05,clear sky
587,Maldonado,-34.6667,-54.9167,65.59,60,96,15.59,UY,2021-06-01 15:39:05,overcast clouds
588,Stornoway,58.2093,-6.3865,57.16,62,20,2.3,GB,2021-06-01 15:39:05,few clouds
589,Tuatapere,-46.1333,167.6833,49.82,87,74,5.59,NZ,2021-06-01 15:39:06,broken clouds
590,Te Anau,-45.4167,167.7167,43.61,91,100,3.96,NZ,2021-06-01 15:30:24,overcast clouds
591,Katobu,-4.9408,122.5276,74.73,92,47,4.52,ID,2021-06-01 15:39:06,scattered clouds
592,Marilia,-22.2139,-49.9458,80.26,42,1,1.88,BR,2021-06-01 15:39:07,clear sky
593,Waingapu,-9.6567,120.2641,75.4,85,100,3.44,ID,2021-06-01 15:39:07,overcast clouds
594,Bereda,43.2686,-7.5406,77.41,56,14,8.95,ES,2021-06-01 15:39:07,few clouds
595,Palana,59.1167,159.9667,38.01,65,100,3.53,RU,2021-06-01 15:39:08,overcast clouds
596,Ulaangom,49.9811,92.0667,51.75,36,0,0.74,MN,2021-06-01 15:39:08,clear sky
597,Abnub,27.2696,31.1511,111.42,14,0,15.9,EG,2021-06-01 15:39:08,clear sky
598,Dingle,10.9995,122.6711,76.41,95,100,3.13,PH,2021-06-01 15:39:08,light rain
599,Westport,41.1415,-73.3579,74.08,71,100,1.01,US,2021-06-01 15:29:31,overcast clouds
600,Saint-Augustin,51.226,-58.6502,46.35,94,100,6.13,CA,2021-06-01 15:31:28,overcast clouds
601,Tazovskiy,67.4667,78.7,44.56,64,47,12.37,RU,2021-06-01 15:39:09,scattered clouds
602,Cabinda,-5.55,12.2,84.34,74,40,8.05,AO,2021-06-01 15:39:09,scattered clouds
603,Nanhai,30.1282,111.7784,80.76,74,91,5.12,CN,2021-06-01 15:39:10,light rain
604,Kapit,2.0167,112.9333,74.59,98,99,0.51,MY,2021-06-01 15:39:10,very heavy rain
605,Juneau,58.3019,-134.4197,53.6,94,90,3.0,US,2021-06-01 15:29:45,light rain
606,Guarumal,8.35,-82.5333,88.93,74,20,4.97,PA,2021-06-01 15:39:10,few clouds
607,Tevriz,57.509,72.4042,50.83,57,34,3.6,RU,2021-06-01 15:39:11,scattered clouds
608,Aasiaat,68.7098,-52.8699,34.34,81,15,9.84,GL,2021-06-01 15:39:11,few clouds
609,San Lawrenz,36.0553,14.204,71.85,81,67,4.0,MT,2021-06-01 15:39:11,broken clouds
610,Hovd,48.0056,91.6419,54.54,26,0,1.07,MN,2021-06-01 15:39:12,clear sky
611,Punta Alta,-38.8759,-62.0736,64.0,58,100,20.09,AR,2021-06-01 15:37:45,moderate rain
612,Yazman,29.1212,71.7446,103.89,23,0,5.77,PK,2021-06-01 15:39:12,clear sky
613,Castro Marim,37.2207,-7.4435,69.78,52,16,18.28,PT,2021-06-01 15:39:13,few clouds
614,Atasu,48.6814,71.6433,69.53,57,73,15.61,KZ,2021-06-01 15:30:27,broken clouds
615,Vao,-22.6667,167.4833,68.77,60,100,12.66,NC,2021-06-01 15:39:13,overcast clouds
616,Madras,13.0878,80.2785,87.96,77,40,3.0,IN,2021-06-01 15:39:13,scattered clouds
617,Gavle,60.6745,17.1417,61.95,61,85,7.45,SE,2021-06-01 15:39:14,overcast clouds
618,Erdenet,49.0333,104.0833,37.09,77,100,9.57,MN,2021-06-01 15:39:14,moderate rain
619,Shimoda,34.6667,138.95,69.12,89,88,3.4,JP,2021-06-01 15:39:14,overcast clouds
620,Chik,54.9928,82.4311,69.55,46,0,5.48,RU,2021-06-01 15:39:15,clear sky
621,Almaznyy,48.0448,40.045,68.14,91,96,10.92,RU,2021-06-01 15:39:15,overcast clouds
622,Tangi,34.3006,71.6536,89.6,37,7,10.45,PK,2021-06-01 15:39:15,clear sky
623,Hovezi,49.3037,18.0606,68.83,49,50,7.74,CZ,2021-06-01 15:39:15,scattered clouds
624,Pitimbu,-7.4706,-34.8086,82.99,61,76,10.27,BR,2021-06-01 15:39:16,broken clouds
625,Byron Bay,-28.65,153.6167,56.88,87,49,3.96,AU,2021-06-01 15:31:18,scattered clouds
626,Sao Miguel Do Araguaia,-13.275,-50.1628,92.62,22,22,7.29,BR,2021-06-01 15:39:16,few clouds
627,Berbera,10.4396,45.0143,90.34,61,20,3.4,SO,2021-06-01 15:39:17,few clouds
628,Willmar,45.1219,-95.0433,71.62,37,1,0.0,US,2021-06-01 15:36:10,clear sky
629,Oruro,-17.9833,-67.15,48.69,50,100,5.75,BO,2021-06-01 15:39:17,overcast clouds
630,Lumsden,50.6501,-104.8678,70.02,60,74,9.55,CA,2021-06-01 15:39:17,broken clouds
631,Swan Hill,-35.3378,143.5544,49.73,68,12,6.44,AU,2021-06-01 15:39:18,few clouds
632,Chute-Aux-Outardes,49.1168,-68.399,55.71,87,40,13.38,CA,2021-06-01 15:39:18,scattered clouds
633,Alofi,-19.0595,-169.9187,75.09,94,75,4.61,NU,2021-06-01 15:39:18,light rain
634,Bowen,-20.0167,148.2333,62.82,82,22,9.46,AU,2021-06-01 15:39:19,few clouds
635,Campbell River,50.0163,-125.2446,69.26,72,20,4.61,CA,2021-06-01 15:38:33,few clouds
636,Moose Factory,51.2585,-80.6094,66.2,52,40,9.22,CA,2021-06-01 15:39:19,scattered clouds
637,Tsabong,-26.0217,22.401,56.01,29,0,6.69,BW,2021-06-01 15:39:19,clear sky
638,Algiers,36.7525,3.042,84.02,42,20,9.95,DZ,2021-06-01 15:39:20,few clouds
639,Kemin,42.7846,75.6892,68.29,42,2,5.41,KG,2021-06-01 15:39:20,clear sky
640,Puerto Escondido,15.85,-97.0667,81.43,74,75,6.91,MX,2021-06-01 15:39:20,broken clouds
641,Bosaso,11.2842,49.1816,88.59,64,41,5.19,SO,2021-06-01 15:31:15,scattered clouds
642,Rudkobing,54.9364,10.7102,66.18,75,87,8.63,DK,2021-06-01 15:39:21,light rain
643,Herzogenaurach,49.568,10.8857,75.42,36,0,3.0,DE,2021-06-01 15:39:21,clear sky
644,Kawasaki,35.5206,139.7172,72.01,80,75,1.01,JP,2021-06-01 15:39:21,broken clouds
645,Jiujiang,29.7333,115.9833,78.04,84,31,2.95,CN,2021-06-01 15:39:21,light rain
646,Joensuu,62.6012,29.7632,65.1,45,0,2.82,FI,2021-06-01 15:39:22,clear sky
647,Ostersund,63.1792,14.6357,68.61,30,89,11.5,SE,2021-06-01 15:39:22,overcast clouds
648,Cravo Norte,6.3017,-70.2041,73.0,97,100,1.99,CO,2021-06-01 15:39:22,overcast clouds
649,Chimore,-16.9833,-65.1333,82.33,53,78,2.89,BO,2021-06-01 15:39:23,broken clouds
650,Muncar,-8.4333,114.3333,73.42,87,44,0.34,ID,2021-06-01 15:39:23,scattered clouds
651,Makakilo City,21.3469,-158.0858,75.29,81,1,3.44,US,2021-06-01 15:39:23,clear sky
652,Ambon,-3.6954,128.1814,77.14,94,40,10.16,ID,2021-06-01 15:39:24,scattered clouds
653,Mayumba,-3.432,10.6554,78.19,81,100,4.94,GA,2021-06-01 15:39:24,overcast clouds
654,Bairiki,1.3292,172.9752,82.4,83,20,16.98,KI,2021-06-01 15:30:35,light rain
655,Jinchang,38.4953,102.1739,65.28,13,87,2.71,CN,2021-06-01 15:39:24,overcast clouds
656,Noumea,-22.2763,166.4572,70.0,99,98,7.43,NC,2021-06-01 15:39:25,overcast clouds
657,Kant,27.8,79.8,93.47,27,1,6.33,IN,2021-06-01 15:39:25,clear sky
658,Polunochnoye,60.8697,60.4153,51.4,51,63,4.23,RU,2021-06-01 15:39:25,broken clouds
659,Kamloops,50.6665,-120.3192,68.58,63,75,11.5,CA,2021-06-01 15:36:14,broken clouds
660,Lac Du Bonnet,50.2536,-96.0612,73.58,41,100,10.74,CA,2021-06-01 15:39:26,overcast clouds
661,Angoram,-4.0625,144.0661,73.15,100,100,2.3,PG,2021-06-01 15:39:26,overcast clouds
662,El Puerto De Santa Maria,36.5939,-6.233,73.62,57,75,11.56,ES,2021-06-01 15:39:26,broken clouds
663,Chipinge,-20.1883,32.6236,60.8,52,8,5.21,ZW,2021-06-01 15:39:27,clear sky
664,Manadhoo,5.7667,73.3833,83.39,70,100,17.22,MV,2021-06-01 15:39:27,overcast clouds
665,Ust-Kuyga,70.0167,135.6,59.31,44,7,3.83,RU,2021-06-01 15:39:27,clear sky
666,Chimbote,-9.0853,-78.5783,68.81,78,98,8.23,PE,2021-06-01 15:39:27,overcast clouds
667,Wanlaweyn,2.6185,44.8938,79.05,66,100,16.35,SO,2021-06-01 15:39:28,overcast clouds
668,Coria,39.9879,-6.5377,77.88,33,15,10.76,ES,2021-06-01 15:39:28,few clouds
669,Zambezi,-13.5432,23.1047,70.39,26,78,3.42,ZM,2021-06-01 15:39:28,broken clouds
670,Wyndham,37.6985,-77.6125,77.14,60,1,1.01,US,2021-06-01 15:39:29,clear sky
671,Srandakan,-7.9386,110.2506,59.74,88,66,5.06,ID,2021-06-01 15:39:29,broken clouds
672,Puttur,12.7667,75.2167,78.91,95,100,2.24,IN,2021-06-01 15:39:30,overcast clouds
673,Zhaotong,27.3167,103.7167,57.47,93,99,3.13,CN,2021-06-01 15:39:30,overcast clouds
674,Toora-Khem,52.4675,96.11,42.48,61,0,2.73,RU,2021-06-01 15:39:30,clear sky
675,Tambura,5.6,27.4667,82.09,68,89,2.77,SS,2021-06-01 15:39:31,overcast clouds
676,Vilyuysk,63.7553,121.6247,52.79,55,100,0.56,RU,2021-06-01 15:39:31,overcast clouds
677,Wamba,8.9333,8.6,86.92,49,100,3.85,NG,2021-06-01 15:30:32,light rain
678,Puerto Varas,-41.3195,-72.9854,52.02,87,75,5.68,CL,2021-06-01 15:39:31,broken clouds
679,Muroto,33.2833,134.15,68.77,85,81,6.85,JP,2021-06-01 15:39:32,broken clouds
680,Clevelandia,-26.3958,-52.4708,69.42,44,0,4.68,BR,2021-06-01 15:39:32,clear sky
681,Okato,-39.2,173.8833,45.68,82,15,1.28,NZ,2021-06-01 15:39:32,few clouds
682,Nichinan,31.6,131.3667,67.89,87,58,5.97,JP,2021-06-01 15:39:33,broken clouds
683,Bodmin,50.4715,-4.7243,71.56,35,0,13.62,GB,2021-06-01 15:39:33,clear sky
684,Khorramshahr,30.4397,48.1664,112.96,9,0,18.41,IR,2021-06-01 15:39:33,clear sky
685,Mareeba,-17.0,145.4333,65.12,94,87,1.61,AU,2021-06-01 15:39:34,overcast clouds
686,Arona,28.0996,-16.681,67.32,57,40,5.99,ES,2021-06-01 15:39:34,scattered clouds
687,Manokwari,-0.8667,134.0833,78.57,82,90,4.12,ID,2021-06-01 15:39:34,overcast clouds
688,Sendhwa,21.6833,75.1,86.32,51,37,13.96,IN,2021-06-01 15:39:35,scattered clouds
689,Pietersburg,-23.9045,29.4688,65.25,48,40,11.5,ZA,2021-06-01 15:35:27,light rain
690,Oksfjord,70.2396,22.3479,59.92,80,82,5.08,NO,2021-06-01 15:39:35,broken clouds
691,Tilichiki,60.4667,166.1,35.83,71,47,0.74,RU,2021-06-01 15:39:35,scattered clouds
692,Moroni,-11.7022,43.2551,77.77,77,13,5.46,KM,2021-06-01 15:39:36,few clouds
693,Gawler,-34.6,138.7333,65.35,47,78,10.96,AU,2021-06-01 15:39:36,light rain
694,Nexo,55.0607,15.1306,57.29,82,8,15.28,DK,2021-06-01 15:39:36,clear sky
695,Filotion,37.05,25.5,70.03,59,0,4.76,GR,2021-06-01 15:39:37,clear sky
696,Sol-Iletsk,51.1631,54.9918,73.26,57,86,10.83,RU,2021-06-01 15:39:37,light rain
697,Shakawe,-18.3667,21.85,70.5,19,0,6.26,BW,2021-06-01 15:39:37,clear sky
698,Jiaohe,43.7286,127.3447,50.32,90,34,1.03,CN,2021-06-01 15:39:38,scattered clouds
699,Balkhash,46.844,74.9804,78.31,34,7,11.74,KZ,2021-06-01 15:39:38,clear sky
700,Jalingo,8.8833,11.3667,87.42,56,100,2.37,NG,2021-06-01 15:39:38,overcast clouds
701,Coquimbo,-29.9533,-71.3436,62.33,72,0,11.41,CL,2021-06-01 15:31:13,clear sky
702,Sibolga,1.7427,98.7792,78.13,84,91,3.27,ID,2021-06-01 15:39:39,overcast clouds
703,Contamana,-7.3333,-75.0167,87.57,56,93,1.23,PE,2021-06-01 15:39:39,overcast clouds
